id,title,release_date,revenue,budget,vote_average,vote_count,popularity,runtime,original_language,genres,youtube_key,trailer_url
1122573,In the Grey,2026-05-13,23738074,70000000,6.644,268,113.3439,97,en,"Action, Thriller",nufP15iN4GE,https://www.youtube.com/watch?v=nufP15iN4GE
1430077,Hokum,2026-04-29,23563104,5000000,6.9,385,82.1698,107,en,Horror,qU_i5e48KzQ,https://www.youtube.com/watch?v=qU_i5e48KzQ
799766,Better Man,2024-12-06,22549151,110000000,7.6,861,6.9173,135,en,"Music, Drama",KVeH5T4wxkE,https://www.youtube.com/watch?v=KVeH5T4wxkE
1124566,Sentimental Value,2025-08-20,22000000,7800000,7.5,946,7.8966,133,no,Drama,zBFstFXdk90,https://www.youtube.com/watch?v=zBFstFXdk90
1455079,"You, Me & Tuscany",2026-04-09,21739390,18000000,7.459,86,6.5027,105,en,"Romance, Comedy",uYTMroh8pjI,https://www.youtube.com/watch?v=uYTMroh8pjI
1480387,undertone,2026-03-12,21602976,500000,6.1,275,25.4442,94,en,"Horror, Mystery",1fCZhJMkBaY,https://www.youtube.com/watch?v=1fCZhJMkBaY
467905,How to Make a Killing,2026-02-16,21336094,15000000,7.016,483,16.3954,105,en,"Comedy, Thriller",B7RslMKZ2Yc,https://www.youtube.com/watch?v=B7RslMKZ2Yc
1336770,Vaazha II,2026-04-02,21181760,1079884,7.318,11,8.418,162,ml,"Comedy, Drama",PYI_dy23AuY,https://www.youtube.com/watch?v=PYI_dy23AuY
1022453,The Rajasaab,2026-01-08,21000000,50000000,5.226,31,9.071,186,te,"Comedy, Horror, Fantasy, Action",YFZMBqyXkqQ,https://www.youtube.com/watch?v=YFZMBqyXkqQ
1213898,Border 2,2026-01-23,21000000,33000000,7.111,27,21.5066,201,hi,"Action, Drama, War",nvmc2ECk8Lo,https://www.youtube.com/watch?v=nvmc2ECk8Lo
1239134,Bhooth Bangla,2026-04-16,20000000,14000000,5.6,40,275.9877,163,hi,"Horror, Comedy",XW1RkKiRnsg,https://www.youtube.com/watch?v=XW1RkKiRnsg
1292695,They Will Kill You,2026-03-25,19382152,20000000,7.023,820,35.8095,94,en,"Horror, Comedy, Action",s0PGrtw0X1Q,https://www.youtube.com/watch?v=s0PGrtw0X1Q
823219,Flow,2024-08-29,17660107,3700000,8.083,2873,15.6946,85,lv,"Adventure, Animation, Family, Fantasy",shsVQvHUTxw,https://www.youtube.com/watch?v=shsVQvHUTxw
1153714,Death of a Unicorn,2025-03-17,16423085,15000000,6.4,839,6.7981,107,en,"Horror, Fantasy, Comedy",aQOle3MHnGs,https://www.youtube.com/watch?v=aQOle3MHnGs
1247165,Raja Shivaji,2026-05-01,15600000,9000000,9.0,1,14.7605,195,mr,"Action, History, Drama",3CXt4GtjLmc,https://www.youtube.com/watch?v=3CXt4GtjLmc
1317149,I Swear,2025-09-22,15564405,3730000,8.23,363,11.6736,121,en,"Drama, History",10ynpduiRpM,https://www.youtube.com/watch?v=10ynpduiRpM
1110034,Kraken,2026-02-06,14329678,1000000,6.416,172,31.4333,94,no,"Horror, Action, Thriller",EUTatY1-oBI,https://www.youtube.com/watch?v=EUTatY1-oBI
1268127,Humint,2026-02-11,13207600,16000000,7.484,152,13.0787,120,ko,"Thriller, Action, Drama",n6scQ_ds0x8,https://www.youtube.com/watch?v=n6scQ_ds0x8
1244492,Look Back,2024-06-28,12648664,0,8.126,575,8.005,58,ja,"Animation, Drama",X2aE3DtSO98,https://www.youtube.com/watch?v=X2aE3DtSO98
1194963,Noise,2025-06-25,12199988,0,6.821,84,7.0425,95,ko,"Horror, Thriller",lptFuq1LG7g,https://www.youtube.com/watch?v=lptFuq1LG7g
1033148,Die My Love,2025-10-06,11745933,0,6.1,555,7.2151,119,en,Drama,2jzXHW6Qe70,https://www.youtube.com/watch?v=2jzXHW6Qe70
1404791,Dollhouse,2025-06-13,11547839,0,7.639,101,15.0444,110,ja,"Horror, Mystery",BETzErclqok,https://www.youtube.com/watch?v=BETzErclqok
1318413,Pressure,2026-05-25,11301450,80000000,7.6,88,58.6223,101,en,"Thriller, History, War",EBh1LGRwiis,https://www.youtube.com/watch?v=EBh1LGRwiis
1151272,Sirāt,2025-06-06,10445082,7000000,6.86,685,6.7275,115,es,"Drama, Thriller",3_9OkHX8ZiA,https://www.youtube.com/watch?v=3_9OkHX8ZiA
1440050,The Breadwinner,2026-05-29,10437968,25000000,5.857,7,6.539,100,en,"Comedy, Family",m76VzoDfQWQ,https://www.youtube.com/watch?v=m76VzoDfQWQ
1223601,Sisu: Road to Revenge,2025-10-21,9811703,12200000,7.311,803,13.589,89,fi,"Action, War, Thriller",VmStqCXIgio,https://www.youtube.com/watch?v=VmStqCXIgio
1119449,"Good Luck, Have Fun, Don't Die",2026-02-13,9755038,20000000,7.034,611,21.5005,134,en,"Science Fiction, Action, Comedy",Nm4WbapDzDQ,https://www.youtube.com/watch?v=Nm4WbapDzDQ
1227877,I Love Boosters,2026-05-21,9204473,20000000,5.9,48,34.3098,113,en,"Comedy, Science Fiction, Crime",I1xZegSgN8w,https://www.youtube.com/watch?v=I1xZegSgN8w
1010755,The Strangers: Chapter 3,2026-02-05,9191988,8500000,5.792,216,14.2177,92,en,"Horror, Thriller",B2fZEIHamVs,https://www.youtube.com/watch?v=B2fZEIHamVs
1131759,Omniscient Reader: The Prophecy,2025-07-23,9187679,0,7.082,98,6.508,120,ko,"Action, Adventure, Fantasy",iglaBnDKG2c,https://www.youtube.com/watch?v=iglaBnDKG2c
1300501,Patriot,2026-05-01,7700000,15000000,7.1,10,14.5044,177,ml,"Action, Drama, Thriller",XTc2dLAgABI,https://www.youtube.com/watch?v=XTc2dLAgABI
1291659,The Wizard of the Kremlin,2026-01-21,7606890,0,6.551,195,8.3735,136,fr,Drama,U7ctYp3zQVA,https://www.youtube.com/watch?v=U7ctYp3zQVA
1195430,Deva,2025-01-31,6705000,5882000,6.032,63,8.5035,155,hi,"Action, Thriller, Mystery, Crime",DBCy-fo9eSQ,https://www.youtube.com/watch?v=DBCy-fo9eSQ
1357633,Solo Leveling -ReAwakening-,2024-11-26,6331827,0,7.16,272,17.5914,116,ja,"Action, Adventure, Fantasy, Animation",UdIXUDpeTXU,https://www.youtube.com/watch?v=UdIXUDpeTXU
1242332,Normal,2026-04-16,5978949,10000000,6.435,178,16.5596,91,en,"Action, Crime, Thriller",5OndK0w1lYY,https://www.youtube.com/watch?v=5OndK0w1lYY
1160018,Kill,2024-07-03,5600000,4800000,7.128,500,7.5625,105,hi,"Action, Crime, Thriller, Drama",da7lKeeS67c,https://www.youtube.com/watch?v=da7lKeeS67c
1284120,The Ugly Stepsister,2025-03-07,5325096,4250000,7.324,1198,8.1996,109,no,"Horror, Comedy, Drama",5vZ1_Yxjwzs,https://www.youtube.com/watch?v=5vZ1_Yxjwzs
1193501,Whistle,2026-01-20,4987632,2000000,6.323,485,14.9741,100,en,"Horror, Mystery",-O5DgGQJeks,https://www.youtube.com/watch?v=-O5DgGQJeks
1380316,Is God Is,2026-05-14,4857896,14800000,6.2,48,7.5171,100,en,"Drama, Thriller",pgtdkuNFoKk,https://www.youtube.com/watch?v=pgtdkuNFoKk
1029281,Strange Darling,2024-08-14,4853595,4000000,6.9,939,6.4896,97,en,"Horror, Thriller",F_F3f_Fqtrc,https://www.youtube.com/watch?v=F_F3f_Fqtrc
1146058,The Pout-Pout Fish,2026-01-01,4834402,10000000,5.8,10,27.8327,91,en,"Animation, Family, Adventure, Comedy",NhQfp1eITTY,https://www.youtube.com/watch?v=NhQfp1eITTY
324544,In the Lost Lands,2025-02-27,4755330,55000000,6.368,826,6.9917,101,en,"Action, Fantasy, Western",CMyrp5Vk3mU,https://www.youtube.com/watch?v=CMyrp5Vk3mU
1564614,Leviticus,2026-06-17,4654180,3500000,7.1,19,45.9813,88,en,"Horror, Romance",WXuK0vlFxII,https://www.youtube.com/watch?v=WXuK0vlFxII
696393,Cold Storage,2026-01-22,4048606,10000000,6.778,533,8.9494,99,en,"Horror, Science Fiction, Comedy",kea7gnh1uYA,https://www.youtube.com/watch?v=kea7gnh1uYA
812583,Wake Up Dead Man: A Knives Out Mystery,2025-11-26,4000000,210000000,7.206,2563,9.9987,145,en,"Thriller, Mystery, Comedy",0hc8yz5-d5Y,https://www.youtube.com/watch?v=0hc8yz5-d5Y
1198984,We Bury the Dead,2026-01-01,3745163,0,6.062,266,9.6822,95,en,"Horror, Thriller",YmPyNvrzF0A,https://www.youtube.com/watch?v=YmPyNvrzF0A
1598785,Milky☆Subway: The Galactic Limited Express - the Movie,2026-02-06,3700000,0,9.3,26,22.5773,46,ja,"Animation, Action, Adventure, Comedy, Science Fiction",5aYkjZYbWX8,https://www.youtube.com/watch?v=5aYkjZYbWX8
1557848,The Sleeper,2025-10-29,3700000,0,6.0,5,6.6616,123,tr,"Action, Thriller, Drama",hvHw1VbVQkM,https://www.youtube.com/watch?v=hvHw1VbVQkM
1511417,Bāhubali: The Epic,2025-10-29,3500000,65000000,6.2,39,10.2689,224,te,"Action, Drama",q8nbZbHRcEg,https://www.youtube.com/watch?v=q8nbZbHRcEg
1367220,Karuppu,2026-05-14,3345079,16000000,6.7,18,162.1811,152,ta,"Action, Fantasy",vH0Q5t_JUng,https://www.youtube.com/watch?v=vH0Q5t_JUng
1035048,Elevation,2024-11-07,3300000,18000000,6.417,996,7.0779,91,en,"Action, Science Fiction, Thriller",N7pZthBBLOA,https://www.youtube.com/watch?v=N7pZthBBLOA
1284465,The Death of Robin Hood,2026-06-18,3200000,25000000,6.464,28,24.6701,123,en,"Drama, Thriller, Action",tlSDDuWxO_0,https://www.youtube.com/watch?v=tlSDDuWxO_0
1102883,Mother Mary,2026-04-16,2980376,20000000,5.7,89,8.1347,112,en,"Music, Drama, Thriller",aqYHOsuje1E,https://www.youtube.com/watch?v=aqYHOsuje1E
1242265,Fuze,2026-03-23,2890908,45000000,6.4,135,13.839,96,en,"Action, Crime, Drama, Thriller",1aNywiElPSY,https://www.youtube.com/watch?v=1aNywiElPSY
1497970,Tom and Jerry: Forbidden Compass,2025-08-02,2730116,0,6.667,48,7.5134,99,zh,"Animation, Comedy, Family, Fantasy, Adventure",VBPlpfK6zXg,https://www.youtube.com/watch?v=VBPlpfK6zXg
1119090,I Am Frankelda,2025-10-23,2709440,0,8.3,94,7.4427,104,es,"Animation, Fantasy, Horror, Adventure, Family",diRwnGRr-Ko,https://www.youtube.com/watch?v=diRwnGRr-Ko
855435,Faces of Death,2026-04-10,2610000,7400000,5.5,90,9.0237,97,en,Horror,bKiX2FBBz54,https://www.youtube.com/watch?v=bKiX2FBBz54
1642859,Iron Maiden: Burning Ambition,2026-05-07,2547000,0,7.278,18,11.6774,105,en,"Documentary, Music",pD_H2u79tp0,https://www.youtube.com/watch?v=pD_H2u79tp0
1107166,Psycho Killer,2026-02-19,2376805,10000000,6.2,104,7.3827,91,en,"Crime, Horror, Mystery",pwq8gwdVxts,https://www.youtube.com/watch?v=pwq8gwdVxts
1127384,Deep Water,2026-04-30,2286163,0,6.164,61,246.8139,107,en,"Thriller, Horror",f0ptq0Lzdh8,https://www.youtube.com/watch?v=f0ptq0Lzdh8
1252309,Tell Me What You Want,2024-11-29,2265661,0,6.131,293,14.725,114,es,"Romance, Drama",MzNbhA4WFqg,https://www.youtube.com/watch?v=MzNbhA4WFqg
1390300,Over Your Dead Body,2026-03-14,2055131,0,6.554,327,46.5182,105,en,"Action, Comedy, Thriller",pGxKTIegUZ4,https://www.youtube.com/watch?v=pGxKTIegUZ4
1383731,Protector,2026-02-20,1969113,0,8.54,354,23.5234,90,en,"Action, Thriller",IRKGIuL3728,https://www.youtube.com/watch?v=IRKGIuL3728
1397485,Girls Like Girls,2026-06-18,1913765,0,6.7,10,19.7281,95,en,"Romance, Drama",ZC1kEknG2ro,https://www.youtube.com/watch?v=ZC1kEknG2ro
1340206,Tuner,2026-05-21,1896557,7000000,7.161,93,64.7627,108,en,"Thriller, Crime, Drama",XiehvETTjTQ,https://www.youtube.com/watch?v=XiehvETTjTQ
1216191,Oddity,2024-07-19,1850519,0,6.675,799,7.4453,98,en,"Horror, Mystery",ktIqbb0TS7s,https://www.youtube.com/watch?v=ktIqbb0TS7s
1406657,Scarlet,2025-11-21,1730000,0,7.276,105,7.671,112,ja,"Animation, Action, Drama, Science Fiction",J_jm2YZ8pYU,https://www.youtube.com/watch?v=J_jm2YZ8pYU
1359607,Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved,2025-06-27,1332039,0,8.679,53,7.4953,105,ja,"Animation, Comedy, Fantasy",RgJW1y1_ig0,https://www.youtube.com/watch?v=RgJW1y1_ig0
1125899,Cleaner,2025-02-19,1314073,0,6.371,540,7.3403,97,en,"Action, Thriller",c8sf0c-cjzQ,https://www.youtube.com/watch?v=c8sf0c-cjzQ
1470130,The Mortuary Assistant,2026-02-13,1300011,0,5.5,117,22.9894,91,en,"Horror, Mystery",YtY6JoPX5MU,https://www.youtube.com/watch?v=YtY6JoPX5MU
1307373,Wasteman,2026-02-20,1200343,0,7.202,57,8.5844,91,en,"Crime, Drama, Thriller",uaOextY7REM,https://www.youtube.com/watch?v=uaOextY7REM
1235746,Dead of Winter,2025-09-23,1030111,0,6.384,374,8.0078,98,en,"Thriller, Action",klGRM4Qs-gk,https://www.youtube.com/watch?v=klGRM4Qs-gk
1673393,Krishnavataram Part 1: The Heart (Hridayam),2026-05-07,1000000,16000000,9.0,6,7.7786,149,hi,"Adventure, Romance, Drama",KIwC1m7etLE,https://www.youtube.com/watch?v=KIwC1m7etLE
