id,title,release_date,revenue,budget,vote_average,vote_count,popularity,runtime,original_language,genres,youtube_key,trailer_url,view_count,like_count,comment_count,engagement_rate,movie_id,avg_sentiment,avg_subjectivity,n_comments_analyzed,positive_comments_pct,negative_comments_pct,neutral_comments_pct,log_revenue,log_views,log_likes
1367642,Reminders of Him,2026-03-11,89039780,30000000,7.732,321,12.035,114,en,"Romance, Drama",i36Zw32GfRQ,https://www.youtube.com/watch?v=i36Zw32GfRQ,47594897,66852,2388,0.001405,1367642.0,0.1393,0.3934,100.0,46.0,15.0,39.0,7.949584078270677,7.677560391301486,4.825114404507068
1168190,The Wrecking Crew,2026-01-28,89000000,78500000,7.029,1089,30.4552,125,en,"Action, Comedy, Crime, Mystery",v8R0xDczERo,https://www.youtube.com/watch?v=v8R0xDczERo,24997577,53503,3071,0.00214,1168190.0,0.2819,0.4277,100.0,63.0,4.0,33.0,7.949390006644912,7.39789791481095,4.728378134300063
1167307,David,2025-12-14,85865995,60900000,8.1,151,21.0263,109,en,"Animation, Drama, Family, History",gWgyI6_lR0A,https://www.youtube.com/watch?v=gWgyI6_lR0A,3351284,13485,1132,0.004024,1167307.0,0.4034,0.5155,100.0,76.0,1.0,23.0,7.933821206814371,6.525211233089401,4.12985095078891
1032823,Trap,2024-07-31,83677281,30000000,6.237,2870,7.0261,105,en,"Crime, Horror, Thriller",mps1HbpECIA,https://www.youtube.com/watch?v=mps1HbpECIA,27104113,58188,4855,0.002147,1032823.0,0.2522,0.4941,100.0,73.0,7.0,20.0,7.922607559837238,7.433035199275397,4.764833430163149
933260,The Substance,2024-09-07,77316812,17500000,7.1,6094,21.776,141,en,"Horror, Science Fiction, Thriller",lR5nlovVgvQ,https://www.youtube.com/watch?v=lR5nlovVgvQ,542066,1413,72,0.002607,933260.0,-0.0005,0.5121,29.0,41.3793,24.1379,34.4828,7.8882739384843985,5.734052167886646,3.1501421618485588
1084736,The Count of Monte Cristo,2024-06-28,75360860,46000000,7.9,2041,8.5124,178,fr,"Adventure, Action, Drama",8Q6y1waxlTY,https://www.youtube.com/watch?v=8Q6y1waxlTY,2776698,19704,1512,0.007096,1084736.0,0.47,0.5259,100.0,88.0,0.0,12.0,7.877145845877222,6.443528647461551,4.294554398831047
1171145,Crime 101,2026-02-11,72900246,90000000,6.997,1104,35.4846,141,en,"Crime, Thriller",KeEHsuZ4Ja4,https://www.youtube.com/watch?v=KeEHsuZ4Ja4,24174014,25913,1069,0.001072,1171145.0,0.2267,0.3606,100.0,53.0,4.0,43.0,7.862728993835976,7.383348769286913,4.4135176950400155
798645,The Running Man,2025-11-11,69000000,110000000,6.782,1656,14.9439,133,en,"Action, Thriller, Science Fiction",_iHJHYjq7XI,https://www.youtube.com/watch?v=_iHJHYjq7XI,641075,3650,261,0.005694,798645.0,0.1579,0.3397,100.0,44.0,10.0,46.0,7.838849090737256,5.806908841033245,3.5622928644564746
1124620,The Monkey,2025-02-10,68871071,10000000,5.994,1355,10.3516,97,en,"Horror, Comedy",KPxmK_ihDO8,https://www.youtube.com/watch?v=KPxmK_ihDO8,229966,1630,133,0.007088,1124620.0,0.0522,0.3759,78.0,28.2051,17.9487,53.8462,7.83803683666288,5.3616636312180574,3.2121876044039577
1144107,The Legend of Hei 2,2025-07-18,67216848,0,8.508,59,11.069,119,zh,"Animation, Fantasy, Action, Adventure",6t-uv2Vv_vA,https://www.youtube.com/watch?v=6t-uv2Vv_vA,20823,324,26,0.01556,1144107.0,0.1218,0.2962,16.0,37.5,0.0,62.5,7.827478143237561,4.318543299122021,2.510545010206612
1241634,Saiyaara,2025-07-18,63539300,5500000,6.402,143,16.205,150,hi,"Romance, Drama, Music",nF31d_f4n_A,https://www.youtube.com/watch?v=nF31d_f4n_A,9039501,126589,5245,0.014004,1241634.0,0.21,0.35,100.0,56.0,0.0,44.0,7.803042425980396,6.956144457142634,5.102395969134299
604079,The Long Walk,2025-09-10,63103084,20000000,6.905,1580,11.2842,108,en,"Science Fiction, Thriller, Horror",Toj3Zxun7aQ,https://www.youtube.com/watch?v=Toj3Zxun7aQ,7197512,22297,2834,0.003098,604079.0,0.1817,0.4588,100.0,66.0,15.0,19.0,7.800050584782212,6.857182397625068,4.348246433851234
539972,Kraven the Hunter,2024-12-11,62076533,130000000,6.438,2364,13.5259,127,en,"Action, Adventure, Thriller",hR1-ihzff3I,https://www.youtube.com/watch?v=hR1-ihzff3I,6329690,104509,11699,0.016511,539972.0,0.1153,0.4177,100.0,45.0,18.0,37.0,7.792927453401309,6.801382440730443,5.019153692189003
1097549,Babygirl,2024-12-25,60934894,20000000,5.711,1218,9.224,115,en,"Romance, Thriller",9XXoNB0lVGo,https://www.youtube.com/watch?v=9XXoNB0lVGo,11701014,42778,3619,0.003656,1097549.0,0.127,0.3687,100.0,38.0,18.0,44.0,7.784866059986272,7.068223498970337,4.631220476138546
1272837,28 Years Later: The Bone Temple,2026-01-14,58522222,63000000,7.132,1327,28.5683,109,en,"Horror, Thriller, Science Fiction",rl_DJZCyEH4,https://www.youtube.com/watch?v=rl_DJZCyEH4,7300419,10053,950,0.001377,1272837.0,0.17,0.4248,100.0,51.0,6.0,43.0,7.767320807269041,6.863347786718517,4.002295682554934
1064213,Anora,2024-10-14,56286295,6000000,7.1,3197,13.5476,139,en,"Drama, Comedy, Romance",8m6UrWMl18M,https://www.youtube.com/watch?v=8m6UrWMl18M,5029479,8370,457,0.001664,1064213.0,0.3361,0.4583,100.0,65.0,5.0,30.0,7.750402662516804,6.701522999142586,3.92272545799326
1232546,Until Dawn,2025-04-23,54105064,15000000,6.273,1453,9.7837,103,en,"Horror, Mystery",xR3lVHnh0Gg,https://www.youtube.com/watch?v=xR3lVHnh0Gg,303628,286,33,0.000942,1232546.0,-0.0251,0.3861,21.0,23.8095,33.3333,42.8571,7.733237915094225,5.482341818886087,2.456366033129043
1290821,Shelter,2026-01-28,53933639,50000000,7.685,1299,52.7413,107,en,"Action, Crime, Thriller",auHiLFjaIc0,https://www.youtube.com/watch?v=auHiLFjaIc0,11535838,21056,1364,0.001825,1290821.0,0.1082,0.2944,100.0,42.0,10.0,48.0,7.731859723909566,7.0620491485369286,4.3233758719338615
1138194,Heretic,2024-10-31,51913394,10000000,6.973,2677,6.8674,111,en,"Thriller, Horror",jpWUOxRozZg,https://www.youtube.com/watch?v=jpWUOxRozZg,11484286,26924,1932,0.002344,1138194.0,0.3125,0.4826,100.0,71.0,5.0,24.0,7.715279423162937,7.060103999452751,4.430139581884708
1116201,Iron Lung,2026-01-30,51226173,4000000,6.981,293,20.8522,125,en,"Horror, Mystery, Science Fiction",7qRf_f_bbUk,https://www.youtube.com/watch?v=7qRf_f_bbUk,268797,1056,84,0.003929,1116201.0,0.0825,0.5316,24.0,37.5,37.5,25.0,7.709491911857902,5.429424417318111,3.0236639181977933
549509,The Brutalist,2024-12-20,50145227,9600000,6.953,1676,7.9095,215,en,Drama,GdRXPAHIEW4,https://www.youtube.com/watch?v=GdRXPAHIEW4,7401979,52855,2839,0.007141,549509.0,0.3014,0.4238,100.0,63.0,6.0,31.0,7.700229601639361,6.869347848633038,4.723086077162789
1126166,Flight Risk,2025-01-22,48703174,25000000,5.9,1165,6.9831,91,en,"Action, Thriller",uaodj8Myt3A,https://www.youtube.com/watch?v=uaodj8Myt3A,40243,54,6,0.001342,1126166.0,-0.13,0.6667,6.0,33.3333,50.0,16.6667,7.687557265234502,4.604690348660232,1.7323937598229686
680493,Return to Silent Hill,2026-01-21,47976996,23000000,5.388,661,18.7903,106,en,"Mystery, Drama, Horror",z10cMFhKbW8,https://www.youtube.com/watch?v=z10cMFhKbW8,219988,379,24,0.001723,680493.0,0.043,0.426,40.0,35.0,15.0,50.0,7.681033051854694,5.342398991386203,2.578639209968072
680493,Return to Silent Hill,2026-01-21,47976996,23000000,5.388,661,18.7903,106,en,"Mystery, Drama, Horror",z10cMFhKbW8,https://www.youtube.com/watch?v=z10cMFhKbW8,219988,379,24,0.001723,680493.0,0.043,0.426,40.0,35.0,15.0,50.0,7.681033051854694,5.342398991386203,2.578639209968072
840705,Blink Twice,2024-08-21,46393906,20000000,6.684,1927,7.2687,103,en,"Mystery, Thriller",jmCCQ80iAf8,https://www.youtube.com/watch?v=jmCCQ80iAf8,11870517,5540,589,0.000467,840705.0,0.2095,0.3812,100.0,48.0,4.0,48.0,7.666460938219007,7.074469634317485,3.74350976472843
840464,Greenland 2: Migration,2026-01-07,44856736,90000000,6.4,1241,53.1073,98,en,"Adventure, Thriller, Science Fiction",hiD3zk0ZRFg,https://www.youtube.com/watch?v=hiD3zk0ZRFg,1888846,6451,816,0.003415,840464.0,0.1716,0.3078,100.0,44.0,4.0,52.0,7.651827668962481,6.276196550787583,3.80962704189405
1539104,JUJUTSU KAISEN: Execution,2025-11-07,44457030,0,6.0,100,25.7233,88,ja,"Animation, Action, Fantasy",XeoQg5PVOLI,https://www.youtube.com/watch?v=XeoQg5PVOLI,702865,12482,559,0.017759,1539104.0,0.1768,0.3319,100.0,46.0,9.0,45.0,7.647940445819216,5.8468719176439565,4.096284178244864
1408208,Exit 8,2025-08-28,43891675,1400000,6.858,507,20.0529,95,ja,"Horror, Mystery",zzEDWwhtAHc,https://www.youtube.com/watch?v=zzEDWwhtAHc,245302,4679,238,0.019074,1408208.0,0.0781,0.348,200.0,32.0,18.0,50.0,7.642382154765607,5.3897010891172,3.67015304519218
1408208,Exit 8,2025-08-28,43891675,1400000,6.858,507,20.0529,95,ja,"Horror, Mystery",zzEDWwhtAHc,https://www.youtube.com/watch?v=zzEDWwhtAHc,245302,4679,238,0.019074,1408208.0,0.0781,0.348,200.0,32.0,18.0,50.0,7.642382154765607,5.3897010891172,3.67015304519218
1233575,Black Bag,2025-03-12,43887905,50000000,6.365,1258,6.9957,94,en,"Drama, Mystery, Thriller",n_56L6WzLT8,https://www.youtube.com/watch?v=n_56L6WzLT8,4185925,1849,128,0.000442,1233575.0,0.1081,0.4847,85.0,41.1765,32.9412,25.8824,7.642344850185253,6.621791442737035,3.266936911159173
701387,Bugonia,2025-10-23,43500000,55000000,7.315,2014,9.1046,119,en,"Science Fiction, Thriller, Comedy",7VBigr-JHB0,https://www.youtube.com/watch?v=7VBigr-JHB0,4433321,7029,469,0.001585,701387.0,0.1629,0.4422,100.0,49.0,16.0,35.0,7.638489256954637,6.646729178058086,3.846893543316625
1007734,Nobody 2,2025-08-13,43285109,25000000,6.931,1615,10.7916,89,en,"Action, Thriller, Comedy",UGOvEad8qd4,https://www.youtube.com/watch?v=UGOvEad8qd4,5316876,8681,411,0.001633,1007734.0,0.1753,0.2739,100.0,45.0,4.0,51.0,7.636338515489416,6.725656531831251,3.938569756221061
1246049,Dracula,2025-07-30,42404858,52000000,7.2,1289,40.0453,130,fr,"Horror, Fantasy, Romance",hverb7siYJ8,https://www.youtube.com/watch?v=hverb7siYJ8,1928922,4967,611,0.002575,1246049.0,0.3102,0.4244,100.0,64.0,7.0,29.0,7.627415613237462,6.2853146663922095,3.6960941599952233
1266127,Ready or Not: Here I Come,2026-03-19,42212563,14000000,7.702,1104,29.3275,108,en,"Thriller, Horror, Comedy",jczr0KCloXk,https://www.youtube.com/watch?v=jczr0KCloXk,1130757,16899,782,0.014945,1266127.0,0.2234,0.3823,100.0,62.0,4.0,34.0,7.6254417218053145,6.053369284945008,4.227861005955013
1315303,Primate,2026-01-01,41235665,21000000,6.523,698,11.2677,89,en,Horror,wo87F-va410,https://www.youtube.com/watch?v=wo87F-va410,17784263,47272,5321,0.002658,1315303.0,0.0318,0.401,100.0,35.0,19.0,46.0,7.615273002743013,7.250035872239527,4.67460397697161
639988,No Other Choice,2025-09-24,40223568,12200000,7.5,1115,9.1257,139,ko,"Comedy, Crime, Thriller",SK_DEabMNVg,https://www.youtube.com/watch?v=SK_DEabMNVg,120454,1346,42,0.011174,639988.0,0.0888,0.2891,36.0,36.1111,11.1111,52.7778,7.604480591720272,5.080821226493627,3.1290450598879582
1151031,Bring Her Back,2025-05-19,39410222,15000000,7.346,1721,9.2954,104,en,Horror,1I15ttCedfY,https://www.youtube.com/watch?v=1I15ttCedfY,12393733,18637,924,0.001504,1151031.0,0.1901,0.5164,100.0,60.0,13.0,27.0,7.5956088812777685,7.09320213584499,4.270376005212022
1071585,M3GAN 2.0,2025-06-25,39173710,15000000,7.2,1373,9.7468,120,en,"Action, Science Fiction, Thriller",1FeiTZMtwLA,https://www.youtube.com/watch?v=1FeiTZMtwLA,3828723,56480,4260,0.014752,1071585.0,0.2072,0.3757,100.0,59.0,7.0,34.0,7.592994703950941,6.583053947198278,4.751894688043747
1214931,Nuremberg,2025-11-06,37009109,11800000,7.6,1134,10.6437,149,en,"History, Drama",YWlCCVnZ4bo,https://www.youtube.com/watch?v=YWlCCVnZ4bo,1307800,2721,497,0.002081,1214931.0,0.1924,0.3429,100.0,45.0,5.0,50.0,7.568308629514421,6.1165413330267455,3.4347285417797577
1084199,Companion,2025-01-22,36869122,10000000,7.0,2346,10.0238,97,en,"Horror, Science Fiction, Thriller",Qr_kX0D3DNA,https://www.youtube.com/watch?v=Qr_kX0D3DNA,20606822,58568,3033,0.002842,1084199.0,0.2045,0.4848,100.0,64.0,11.0,25.0,7.566662795455443,7.314011019712991,4.767660393845373
1241436,Warfare,2025-04-09,34902602,20000000,7.082,1476,9.4845,95,en,"War, Action",JER0Fkyy3tw,https://www.youtube.com/watch?v=JER0Fkyy3tw,25517525,183450,12722,0.007189,1241436.0,0.1856,0.4395,100.0,60.0,12.0,28.0,7.542857804956849,7.406838548929672,5.263517716091966
1242419,Roofman,2025-10-06,34852212,18000000,7.085,842,6.9208,126,en,"Crime, Comedy, Drama",IHikM7vFXsA,https://www.youtube.com/watch?v=IHikM7vFXsA,616133,4722,245,0.007664,1242419.0,0.1689,0.3421,100.0,45.0,4.0,51.0,7.542230347108569,5.789674470169961,3.674125982742708
1242011,Together,2025-07-14,34747399,17000000,6.925,1187,10.2378,102,en,"Horror, Romance",9bqIwMH3En8,https://www.youtube.com/watch?v=9bqIwMH3En8,1682876,6514,443,0.003871,1242011.0,0.2023,0.4218,100.0,57.0,10.0,33.0,7.540922301236227,6.226052116867253,3.8138477542288545
1195506,Novocaine,2025-03-03,34536061,18000000,6.783,1623,6.6354,110,en,"Action, Comedy, Thriller",99BLnkAlC1M,https://www.youtube.com/watch?v=99BLnkAlC1M,4131617,8791,360,0.002128,1195506.0,0.2002,0.3697,100.0,41.0,8.0,51.0,7.538272802730097,6.616120055709168,3.9440382800544183
1290190,Lokah Chapter 1: Chandra,2025-08-28,34242894,3379386,7.17,56,9.6697,151,ml,"Action, Adventure, Fantasy",64XHtNWTB5o,https://www.youtube.com/watch?v=64XHtNWTB5o,16087459,198545,6416,0.012342,1290190.0,0.1496,0.2555,100.0,36.0,2.0,62.0,7.534570461470027,7.206487453084381,5.297858954609413
365177,Borderlands,2024-08-07,33017367,115000000,5.59,1503,7.6632,101,en,"Action, Science Fiction, Comedy",Icnysn53neU,https://www.youtube.com/watch?v=Icnysn53neU,2168780,11074,3737,0.005106,365177.0,0.0133,0.3814,100.0,32.0,23.0,45.0,7.518742437098663,6.336215499625137,4.044304519175914
1368314,Passenger,2026-05-20,31002808,15000000,6.216,74,13.9105,94,en,"Horror, Thriller",eNIn8kW1kyE,https://www.youtube.com/watch?v=eNIn8kW1kyE,11965793,47562,2158,0.003975,1368314.0,0.1005,0.3809,100.0,38.0,20.0,42.0,7.49140103072708,7.077941485574777,4.677260108577043
1280738,The Furious,2026-06-10,30832853,20000000,7.7,62,159.8737,113,zh,"Action, Crime",Avky8dVaqAI,https://www.youtube.com/watch?v=Avky8dVaqAI,8741840,112726,7102,0.012895,1280738.0,0.1821,0.3704,100.0,46.0,13.0,41.0,7.489013712362905,6.9416028534287415,5.052024096651534
1515899,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),2026-05-06,26721893,20000000,7.5,23,8.0719,114,en,"Music, Documentary",9ElURjcuWLQ,https://www.youtube.com/watch?v=9ElURjcuWLQ,271030,6074,259,0.022411,1515899.0,0.1643,0.3157,100.0,40.0,8.0,52.0,7.426867220657316,5.433017365093436,3.7834747875822465
1291335,Solo Mio,2026-02-05,26400616,4000000,7.152,168,8.4655,96,en,"Romance, Comedy",433MYSlERJo,https://www.youtube.com/watch?v=433MYSlERJo,11352716,23970,1619,0.002111,1291335.0,0.2491,0.4454,100.0,56.0,6.0,38.0,7.421614060289519,7.055099773661811,4.379668034033654
957452,The Crow,2024-08-21,24109036,50000000,5.791,1288,6.5213,111,en,"Action, Fantasy, Horror",4CLE3pWAAr8,https://www.youtube.com/watch?v=4CLE3pWAAr8,1257842,659,55,0.000524,957452.0,0.1544,0.2953,32.0,43.75,6.25,50.0,7.382179845456238,6.099626091953754,2.8188854145940097
1159831,The Bride!,2026-03-04,23944025,80000000,6.2,538,13.4484,127,en,"Science Fiction, Horror, Fantasy",-oLJmEFK14k,https://www.youtube.com/watch?v=-oLJmEFK14k,10731,191,16,0.017799,1159831.0,0.1222,0.4646,13.0,38.4615,15.3846,46.1538,7.3791971572800295,4.030640194868632,2.2810333672477277
1122573,In the Grey,2026-05-13,23738074,70000000,6.644,268,113.3439,97,en,"Action, Thriller",nufP15iN4GE,https://www.youtube.com/watch?v=nufP15iN4GE,11541624,58587,2361,0.005076,1122573.0,0.1952,0.3067,100.0,41.0,4.0,55.0,7.375445479357235,7.062266921871357,4.767801260137525
1430077,Hokum,2026-04-29,23563104,5000000,6.9,385,82.1698,107,en,Horror,qU_i5e48KzQ,https://www.youtube.com/watch?v=qU_i5e48KzQ,1081928,5832,319,0.00539,1430077.0,0.1548,0.4333,100.0,47.0,17.0,36.0,7.372232500091196,6.034198360361009,3.765817515309918
799766,Better Man,2024-12-06,22549151,110000000,7.6,861,6.9173,135,en,"Music, Drama",KVeH5T4wxkE,https://www.youtube.com/watch?v=KVeH5T4wxkE,10311963,22154,3287,0.002148,799766.0,0.3403,0.4985,100.0,72.0,6.0,22.0,7.3531301948633665,7.013341346071039,4.345452151375825
1124566,Sentimental Value,2025-08-20,22000000,7800000,7.5,946,7.8966,133,no,Drama,zBFstFXdk90,https://www.youtube.com/watch?v=zBFstFXdk90,1211362,2256,80,0.001862,1124566.0,0.1401,0.3698,50.0,48.0,8.0,44.0,7.342422680822207,6.0832739458757725,3.3533390953113047
1455079,"You, Me & Tuscany",2026-04-09,21739390,18000000,7.459,86,6.5027,105,en,"Romance, Comedy",uYTMroh8pjI,https://www.youtube.com/watch?v=uYTMroh8pjI,3850373,489,34,0.000127,1455079.0,0.1649,0.3185,23.0,47.8261,4.3478,47.8261,7.3372473537635825,6.585502803273466,2.6893088591236203
1480387,undertone,2026-03-12,21602976,500000,6.1,275,25.4442,94,en,"Horror, Mystery",1fCZhJMkBaY,https://www.youtube.com/watch?v=1fCZhJMkBaY,266425,379,18,0.001423,1480387.0,-0.1159,0.4068,11.0,9.0909,36.3636,54.5455,7.334513583157883,5.425574974449582,2.578639209968072
467905,How to Make a Killing,2026-02-16,21336094,15000000,7.016,483,16.3954,105,en,"Comedy, Thriller",B7RslMKZ2Yc,https://www.youtube.com/watch?v=B7RslMKZ2Yc,133761,499,31,0.003731,467905.0,0.2089,0.4624,19.0,52.6316,10.5263,36.8421,7.3291149160484945,5.126329506901599,2.6981005456233897
1336770,Vaazha II,2026-04-02,21181760,1079884,7.318,11,8.418,162,ml,"Comedy, Drama",PYI_dy23AuY,https://www.youtube.com/watch?v=PYI_dy23AuY,2196628,17731,536,0.008072,1336770.0,0.1182,0.1935,100.0,30.0,1.0,69.0,7.325962042954274,6.341756515169751,4.248733229804805
1022453,The Rajasaab,2026-01-08,21000000,50000000,5.226,31,9.071,186,te,"Comedy, Horror, Fantasy, Action",YFZMBqyXkqQ,https://www.youtube.com/watch?v=YFZMBqyXkqQ,15072812,402267,9983,0.026688,1022453.0,0.0923,0.1655,100.0,22.0,1.0,77.0,7.3222192947339195,7.178194282318512,5.6045144066559285
1213898,Border 2,2026-01-23,21000000,33000000,7.111,27,21.5066,201,hi,"Action, Drama, War",nvmc2ECk8Lo,https://www.youtube.com/watch?v=nvmc2ECk8Lo,64834412,695118,40075,0.010721,1213898.0,0.0548,0.1353,100.0,16.0,2.0,82.0,7.3222192947339195,7.811805576470355,5.842058534660493
1239134,Bhooth Bangla,2026-04-16,20000000,14000000,5.6,40,275.9877,163,hi,"Horror, Comedy",XW1RkKiRnsg,https://www.youtube.com/watch?v=XW1RkKiRnsg,56050871,434615,20387,0.007754,1239134.0,0.151,0.279,100.0,41.0,5.0,54.0,7.301029995663981,7.748582365683082,5.638104711181032
1292695,They Will Kill You,2026-03-25,19382152,20000000,7.023,820,35.8095,94,en,"Horror, Comedy, Action",s0PGrtw0X1Q,https://www.youtube.com/watch?v=s0PGrtw0X1Q,10349132,3488,288,0.000337,1292695.0,0.2185,0.3806,100.0,53.0,5.0,42.0,7.2874019951006455,7.0149039262742585,3.5425764762605296
823219,Flow,2024-08-29,17660107,3700000,8.083,2873,15.6946,85,lv,"Adventure, Animation, Family, Fantasy",shsVQvHUTxw,https://www.youtube.com/watch?v=shsVQvHUTxw,272488,4186,148,0.015362,823219.0,0.2493,0.4247,100.0,56.0,9.0,35.0,7.246993330576136,5.435347381296935,3.6217992240026677
1153714,Death of a Unicorn,2025-03-17,16423085,15000000,6.4,839,6.7981,107,en,"Horror, Fantasy, Comedy",aQOle3MHnGs,https://www.youtube.com/watch?v=aQOle3MHnGs,252047,355,21,0.001408,1153714.0,-0.0033,0.2981,15.0,40.0,13.3333,46.6667,7.215454740641603,5.401481532596628,2.550228353055094
1247165,Raja Shivaji,2026-05-01,15600000,9000000,9.0,1,14.7605,195,mr,"Action, History, Drama",3CXt4GtjLmc,https://www.youtube.com/watch?v=3CXt4GtjLmc,21030683,124781,5390,0.005933,1247165.0,0.0936,0.123,100.0,17.0,0.0,83.0,7.193124598354461,7.322853377218631,5.096148461761901
1317149,I Swear,2025-09-22,15564405,3730000,8.23,363,11.6736,121,en,"Drama, History",10ynpduiRpM,https://www.youtube.com/watch?v=10ynpduiRpM,496116,386,26,0.000778,1317149.0,0.199,0.3421,18.0,44.4444,5.5556,50.0,7.1921325230168724,5.695583233485811,2.586587304671755
1110034,Kraken,2026-02-06,14329678,1000000,6.416,172,31.4333,94,no,"Horror, Action, Thriller",EUTatY1-oBI,https://www.youtube.com/watch?v=EUTatY1-oBI,651293,3389,236,0.005203,1110034.0,0.1183,0.2619,100.0,36.0,4.0,60.0,7.15623643154219,5.813776410466866,3.530071568837378
1268127,Humint,2026-02-11,13207600,16000000,7.484,152,13.0787,120,ko,"Thriller, Action, Drama",n6scQ_ds0x8,https://www.youtube.com/watch?v=n6scQ_ds0x8,460682,3584,156,0.00778,1268127.0,0.1729,0.3053,100.0,44.0,4.0,52.0,7.120823907587921,5.663401243610628,3.5543680009900878
1244492,Look Back,2024-06-28,12648664,0,8.126,575,8.005,58,ja,"Animation, Drama",X2aE3DtSO98,https://www.youtube.com/watch?v=X2aE3DtSO98,375225,4744,120,0.012643,1244492.0,0.1423,0.4141,79.0,45.5696,11.3924,43.038,7.102044656099257,5.574291766275109,3.6761446803562063
1194963,Noise,2025-06-25,12199988,0,6.821,84,7.0425,95,ko,"Horror, Thriller",lptFuq1LG7g,https://www.youtube.com/watch?v=lptFuq1LG7g,58189,32,2,0.00055,1194963.0,0.4375,0.3,2.0,50.0,0.0,50.0,7.086359403499638,4.764840893742412,1.505149978319906
1033148,Die My Love,2025-10-06,11745933,0,6.1,555,7.2151,119,en,Drama,2jzXHW6Qe70,https://www.youtube.com/watch?v=2jzXHW6Qe70,12274913,20744,982,0.00169,1033148.0,0.2202,0.4444,100.0,58.0,10.0,32.0,7.069887519253978,7.089018422688788,4.316892503761295
1404791,Dollhouse,2025-06-13,11547839,0,7.639,101,15.0444,110,ja,"Horror, Mystery",BETzErclqok,https://www.youtube.com/watch?v=BETzErclqok,2553047,14660,1087,0.005742,1404791.0,0.0,0.0,100.0,0.0,0.0,100.0,7.062500720316147,6.407058809967887,4.1661339703051095
1318413,Pressure,2026-05-25,11301450,80000000,7.6,88,58.6223,101,en,"Thriller, History, War",EBh1LGRwiis,https://www.youtube.com/watch?v=EBh1LGRwiis,44414,74,5,0.001666,1318413.0,-0.04,0.175,5.0,0.0,20.0,80.0,7.0531341679612405,4.6475198882310655,1.8692317197309762
1151272,Sirāt,2025-06-06,10445082,7000000,6.86,685,6.7275,115,es,"Drama, Thriller",3_9OkHX8ZiA,https://www.youtube.com/watch?v=3_9OkHX8ZiA,496809,5958,257,0.011993,1151272.0,0.2013,0.3581,100.0,41.0,8.0,51.0,7.018911853795286,5.696189454750917,3.775100498879025
1440050,The Breadwinner,2026-05-29,10437968,25000000,5.857,7,6.539,100,en,"Comedy, Family",m76VzoDfQWQ,https://www.youtube.com/watch?v=m76VzoDfQWQ,12861504,2526,373,0.000196,1440050.0,0.1306,0.3711,100.0,39.0,11.0,50.0,7.018615961091513,7.109291757134746,3.402433346219312
1223601,Sisu: Road to Revenge,2025-10-21,9811703,12200000,7.311,803,13.589,89,fi,"Action, War, Thriller",VmStqCXIgio,https://www.youtube.com/watch?v=VmStqCXIgio,4299009,73211,4740,0.01703,1223601.0,0.1822,0.3696,100.0,49.0,10.0,41.0,6.9917443936504,6.633368354315947,4.864576338987235
1119449,"Good Luck, Have Fun, Don't Die",2026-02-13,9755038,20000000,7.034,611,21.5005,134,en,"Science Fiction, Action, Comedy",Nm4WbapDzDQ,https://www.youtube.com/watch?v=Nm4WbapDzDQ,15939398,36470,1986,0.002288,1119449.0,0.2822,0.4949,100.0,68.0,7.0,25.0,6.989228965494573,7.202471914913596,4.561935763313781
1227877,I Love Boosters,2026-05-21,9204473,20000000,5.9,48,34.3098,113,en,"Comedy, Science Fiction, Crime",I1xZegSgN8w,https://www.youtube.com/watch?v=I1xZegSgN8w,9539440,15597,949,0.001635,1227877.0,0.185,0.4542,100.0,53.0,9.0,38.0,6.9639989281204375,6.9795228807787035,4.193041072153242
1010755,The Strangers: Chapter 3,2026-02-05,9191988,8500000,5.792,216,14.2177,92,en,"Horror, Thriller",B2fZEIHamVs,https://www.youtube.com/watch?v=B2fZEIHamVs,6131999,10376,1034,0.001692,1010755.0,0.1642,0.3885,100.0,42.0,11.0,47.0,6.963409448715783,6.787602075358052,4.016029963076024
1131759,Omniscient Reader: The Prophecy,2025-07-23,9187679,0,7.082,98,6.508,120,ko,"Action, Adventure, Fantasy",iglaBnDKG2c,https://www.youtube.com/watch?v=iglaBnDKG2c,107668,909,72,0.008443,1131759.0,0.043,0.362,42.0,33.3333,23.8095,42.8571,6.963205813366263,5.0320866458379765,2.9585638832219674
1300501,Patriot,2026-05-01,7700000,15000000,7.1,10,14.5044,177,ml,"Action, Drama, Thriller",XTc2dLAgABI,https://www.youtube.com/watch?v=XTc2dLAgABI,184498,1487,32,0.00806,1300501.0,0.1456,0.25,22.0,36.3636,0.0,63.6364,6.886490725172482,5.2659916626703005,3.172310968521954
1291659,The Wizard of the Kremlin,2026-01-21,7606890,0,6.551,195,8.3735,136,fr,Drama,U7ctYp3zQVA,https://www.youtube.com/watch?v=U7ctYp3zQVA,811064,1480,317,0.001825,1291659.0,0.1026,0.2584,100.0,37.0,9.0,54.0,6.881207136152691,5.90905512517316,3.1702617153949575
1195430,Deva,2025-01-31,6705000,5882000,6.032,63,8.5035,155,hi,"Action, Thriller, Mystery, Crime",DBCy-fo9eSQ,https://www.youtube.com/watch?v=DBCy-fo9eSQ,926906,7633,319,0.008235,1195430.0,0.1965,0.3191,100.0,46.0,2.0,52.0,6.826398782187618,5.96703569342039,3.882695262381597
